domain,founding_year,country,city,funding_stage,total_funding_usd_millions,valuation_usd_millions,revenue_arr_millions,monthly_burn_rate_millions,runway_months_2024,peak_headcount_2023,layoffs_2024_2025,current_headcount_2026,investor_tier,ai_adoption_level,acquisition_status,founding_year_age,total_funding_usd_millions_log1p,valuation_usd_millions_log1p,revenue_arr_millions_log1p,funding_per_employee,valuation_to_revenue,layoff_rate
ClimateTech,2016,Canada,Vancouver,Series A,5.29,61.78,8.03,0.6,7.6,38,0,38,Tier 2 (Mid-size VC),High,Independent,10,1.8389610707123492,4.139636551413807,2.200552367428894,0.13921052631578948,7.693648816936489,0.0
SpaceTech,2017,USA,San Francisco,Seed,4.24,39.44,2.33,0.49,7.2,33,0,33,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,9,1.6563214983329508,3.6998193941522706,1.2029723039923526,0.12848484848484848,16.92703862660944,0.0
Autonomous Vehicles,2021,China,Shanghai,Series A,12.05,63.41,4.76,0.41,23.6,26,0,26,Tier 3 (Angel/Seed),High,Independent,5,2.5687881337687024,4.165268900558799,1.7509374747078,0.4634615384615385,13.321428571428571,0.0
Generative AI,2022,USA,Austin,Seed,2.56,27.56,1.02,0.54,4.0,29,0,29,Corporate VC (e.g. Google Ventures),Low,IPO,4,1.269760544863939,3.3520071374713836,0.7030975114131134,0.08827586206896552,27.019607843137255,0.0
Web3/Crypto,2020,USA,Miami,Seed,3.07,24.97,1.48,0.58,4.5,49,34,15,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired (Fire Sale),6,1.4036429994545037,3.256942025674657,0.9082585601768908,0.20466666666666666,16.87162162162162,0.6938775510204082
HealthTech,2017,China,Shanghai,Seed,0.18,18.65,1.12,0.48,0.3,35,0,35,Tier 3 (Angel/Seed),High,Independent,9,0.16551443847757338,2.9780773383152703,0.7514160886839212,0.005142857142857143,16.65178571428571,0.0
Generative AI,2017,Singapore,Singapore,Series B,0.0,4.89,0.21,0.71,0.0,47,0,47,Bootstrapped,High,Independent,9,0.0,1.7732559976634952,0.19062035960864973,0.0,23.285714285714285,0.0
Generative AI,2019,Germany,Munich,Seed,18.26,80.87,6.9,1.26,13.4,69,7,62,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,7,2.9580304063699794,4.405132623388357,2.066862759472976,0.2945161290322581,11.720289855072464,0.10144927536231885
Cybersecurity,2020,Israel,Tel Aviv,Seed,0.71,18.59,0.99,0.97,0.7,49,23,26,Tier 3 (Angel/Seed),,Closed,6,0.5364933705145685,2.9750192319564492,0.688134638736401,0.027307692307692307,18.77777777777778,0.46938775510204084
ClimateTech,2017,China,Shenzhen,Series A,0.0,7.43,0.64,0.87,0.0,46,0,46,Bootstrapped,Medium,Independent,9,0.0,2.131796772013764,0.49469624183610705,0.0,11.609375,0.0
Generative AI,2019,Israel,Jerusalem,Post-IPO,1116.65,11983.21,1850.91,50.34,22.1,3396,0,3396,Tier 3 (Angel/Seed),,Independent,7,7.018983545667846,9.391345228967955,7.523972817912984,0.3288133097762073,6.474226191440966,0.0
Generative AI,2022,USA,New York,Series A,14.57,165.98,14.32,0.83,15.7,54,0,54,Tier 3 (Angel/Seed),Low,Independent,4,2.745345985845907,5.117874044765855,2.729159164312445,0.26981481481481484,11.590782122905027,0.0
FinTech,2012,UK,London,Series B,68.25,823.05,55.94,3.29,20.1,250,0,250,Tier 3 (Angel/Seed),High,Independent,14,4.237723145067448,6.714231207680189,4.041998081849892,0.273,14.71308544869503,0.0
FinTech,2022,USA,New York,Series B,55.75,676.52,29.15,4.17,13.1,371,0,371,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,4,4.038655656361512,6.518439072613344,3.4061849231731944,0.15026954177897575,23.208233276157806,0.0
Generative AI,2019,USA,Miami,Series B,13.7,115.51,12.5,0.27,37.0,25,0,25,Tier 2 (Mid-size VC),High,Independent,7,2.6878474937846906,4.757977106231849,2.6026896854443837,0.5479999999999999,9.2408,0.0
FinTech,2014,USA,San Francisco,Pre-IPO,114.76,1052.71,74.46,4.72,23.8,323,0,323,Tier 2 (Mid-size VC),,Acquired,12,4.751519082323228,6.960072548927726,4.323602714536165,0.3552941176470588,14.137926403438088,0.0
Robotics,2022,USA,Seattle,Series B,18.35,141.62,6.41,0.77,21.1,58,0,58,Tier 2 (Mid-size VC),Medium,Independent,4,2.962692419475791,4.960183750600158,2.0028304393079956,0.31637931034482764,22.093603744149767,0.0
FinTech,2021,Canada,Vancouver,Seed,2.0,35.18,4.09,0.2,6.7,13,6,7,Tier 3 (Angel/Seed),Medium,Independent,5,1.0986122886681098,3.588506479967149,1.6272778305624314,0.2857142857142857,8.601466992665037,0.46153846153846156
Cybersecurity,2021,USA,San Francisco,Seed,0.49,15.47,0.59,0.4,1.0,24,11,13,Corporate VC (e.g. Google Ventures),Medium,Independent,5,0.3987761199573678,2.8015405441895487,0.4637340162321401,0.03769230769230769,26.22033898305085,0.4583333333333333
Generative AI,2019,USA,Austin,Seed,9.24,88.11,3.38,1.02,8.2,66,0,66,Tier 3 (Angel/Seed),High,Closed,7,2.3263016196113617,4.4898715616246285,1.4770487243883548,0.14,26.068047337278106,0.0
Autonomous Vehicles,2020,USA,Seattle,Series A,2.77,24.34,1.74,0.25,7.9,21,9,12,Tier 3 (Angel/Seed),Medium,Independent,6,1.3270750014599193,3.232384174892993,1.007957920399979,0.23083333333333333,13.988505747126437,0.42857142857142855
HealthTech,2020,USA,San Francisco,Series A,3.04,40.86,8.08,0.54,4.8,39,0,39,Tier 2 (Mid-size VC),Medium,Independent,6,1.3962446919730587,3.7343307170178535,2.206074192613202,0.07794871794871795,5.056930693069307,0.0
FinTech,2015,Germany,Munich,Series B,39.15,269.09,12.87,3.15,12.0,212,0,212,Tier 2 (Mid-size VC),Medium,Independent,11,3.6926224403927708,5.598755236788495,2.6297282343267403,0.18466981132075472,20.908313908313907,0.0
Generative AI,2018,USA,Boston,Series B,389.16,4501.61,233.3,11.79,32.7,614,0,614,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,8,5.966556911401797,8.41241250762342,5.45660234551375,0.6338110749185668,19.29537076725246,0.0
Autonomous Vehicles,2016,USA,Seattle,Series A,17.88,74.15,8.5,1.01,16.1,84,0,84,Tier 2 (Mid-size VC),,Closed,10,2.9381031607173544,4.319486116198983,2.2512917986064953,0.21285714285714286,8.723529411764707,0.0
HealthTech,2020,China,Beijing,Seed,2.93,43.42,1.51,0.52,4.7,36,13,23,Tier 3 (Angel/Seed),Low,Closed,6,1.3686394258811698,3.7936898184662815,0.9202827531436926,0.12739130434782608,28.75496688741722,0.3611111111111111
ClimateTech,2019,USA,Boston,Seed,0.9,12.25,0.46,0.26,2.5,23,0,23,Corporate VC (e.g. Google Ventures),Medium,Independent,7,0.6418538861723948,2.583997552432231,0.3784364357202451,0.0391304347826087,26.630434782608695,0.0
Generative AI,2022,USA,Miami,Seed,2.8,38.22,2.05,0.52,4.5,27,0,27,Tier 2 (Mid-size VC),High,Independent,4,1.33500106673234,3.6691868207682004,1.1151415906193203,0.1037037037037037,18.64390243902439,0.0
EdTech,2013,USA,Seattle,Seed,1.34,22.71,1.24,0.12,6.1,10,0,10,Tier 2 (Mid-size VC),High,Independent,13,0.8501509293696101,3.165896900077314,0.8064758658669484,0.134,18.31451612903226,0.0
Generative AI,2021,Germany,Munich,Seed,4.44,54.65,4.44,0.51,7.3,39,0,39,Tier 3 (Angel/Seed),High,Acquired,5,1.6937790608678513,4.019082077721554,1.6937790608678513,0.11384615384615386,12.308558558558557,0.0
HealthTech,2021,China,Shanghai,Pre-IPO,288.56,2333.52,113.87,9.46,30.2,685,0,685,Tier 2 (Mid-size VC),Medium,Independent,5,5.6683625294249405,7.755561581519292,4.743801054157313,0.42125547445255473,20.492842715377183,0.0
ClimateTech,2016,Singapore,Singapore,Seed,0.47,16.72,1.1,0.07,2.8,7,4,3,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),10,0.3852624007906449,2.8746939451769347,0.7419373447293773,0.15666666666666665,15.199999999999998,0.5714285714285714
FinTech,2021,USA,Austin,Pre-IPO,145.75,934.44,96.46,6.02,23.8,406,0,406,Tier 2 (Mid-size VC),,IPO,5,4.988730458708206,6.841017006832063,4.57944203741536,0.3589901477832512,9.687331536388141,0.0
Generative AI,2024,USA,Austin,Seed,3.13,23.37,2.4,0.62,4.3,40,0,40,Tier 2 (Mid-size VC),Medium,Independent,2,1.4182774069729414,3.193352867637115,1.2237754316221157,0.07825,9.7375,0.0
EdTech,2019,USA,Boston,Pre-IPO,187.51,1972.86,295.77,13.72,13.6,800,0,800,Corporate VC (e.g. Google Ventures),Low,Independent,7,5.239151055878821,7.587746295492528,5.692957428017367,0.2343875,6.670250532508368,0.0
ClimateTech,2021,China,Shenzhen,Seed,2.0,28.09,1.36,0.2,6.7,17,0,17,Tier 3 (Angel/Seed),Medium,Independent,5,1.0986122886681098,3.3703944725071104,0.8586616190375187,0.11764705882352941,20.65441176470588,0.0
ClimateTech,2020,USA,Miami,Series B,12.98,148.93,5.0,0.74,15.5,69,20,49,Tier 3 (Angel/Seed),High,Independent,6,2.637627736805664,5.010168518506812,1.791759469228055,0.2648979591836735,29.786,0.2898550724637681
Cybersecurity,2020,Israel,Tel Aviv,Post-IPO,54.7,379.79,33.47,3.09,17.1,160,0,160,Tier 2 (Mid-size VC),,Independent,6,4.019980146933238,5.942248042068195,3.540089380528774,0.34187500000000004,11.347176576038244,0.0
EdTech,2018,USA,Miami,Seed,0.87,19.68,1.35,0.29,2.2,28,0,28,Corporate VC (e.g. Google Ventures),,Independent,8,0.6259384308664953,3.0291670496402285,0.8544153281560676,0.031071428571428573,14.577777777777776,0.0
ClimateTech,2023,USA,Miami,Seed,1.85,32.48,3.34,0.45,3.4,37,0,37,Tier 3 (Angel/Seed),High,Independent,3,1.0473189942805592,3.5109482456212744,1.4678743481123135,0.05,9.724550898203592,0.0
SpaceTech,2015,USA,Miami,Pre-IPO,446.5,2137.67,176.06,25.74,17.3,1935,0,1935,Tier 3 (Angel/Seed),Medium,Independent,11,6.10367653771491,7.6679394194805175,5.176488658182903,0.23074935400516797,12.14171305236851,0.0
Web3/Crypto,2016,Germany,Munich,Series A,0.0,1.56,0.09,0.2,0.0,17,14,3,Bootstrapped,Medium,Acquired (Fire Sale),10,0.0,0.9400072584914712,0.08617769624105233,0.0,17.333333333333336,0.8235294117647058
ClimateTech,2020,USA,Boston,Seed,0.0,48.93,2.99,0.29,0.0,19,0,19,Bootstrapped,,Acquired,6,0.0,3.910622024512518,1.3837912309017721,0.0,16.364548494983275,0.0
Generative AI,2020,Japan,Tokyo,Series A,10.59,136.32,10.16,0.27,28.6,26,0,26,Tier 2 (Mid-size VC),High,Independent,6,2.4501426573516603,4.922313968589491,2.412335956953165,0.4073076923076923,13.417322834645669,0.0
Cybersecurity,2022,USA,Austin,Post-IPO,547.75,2442.26,373.84,21.22,25.7,1809,0,1809,Tier 3 (Angel/Seed),,Acquired,4,6.307642964389381,7.801088492119605,5.926499268255623,0.30279159756771695,6.532901776160926,0.0
HealthTech,2022,India,Mumbai,Pre-IPO,0.0,6.35,0.45,0.46,0.0,32,21,11,Bootstrapped,High,Closed,4,0.0,1.9947003132247452,0.37156355643248307,0.0,14.11111111111111,0.65625
Generative AI,2019,USA,New York,Seed,0.0,16.26,1.72,0.44,0.0,27,0,27,Bootstrapped,High,Closed,7,0.0,2.848391685655282,1.000631880307906,0.0,9.453488372093025,0.0
FinTech,2021,USA,Seattle,Seed,2.69,46.66,1.97,0.78,3.1,40,0,40,Tier 2 (Mid-size VC),High,Independent,5,1.3056264580524357,3.8640924716705958,1.0885619528146082,0.06725,23.685279187817258,0.0
HealthTech,2012,Israel,Jerusalem,Seed,2.57,30.61,2.86,0.29,6.6,20,0,20,Corporate VC (e.g. Google Ventures),Medium,Closed,14,1.2725655957915476,3.4534735262275262,1.3506671834767394,0.1285,10.702797202797203,0.0
Generative AI,2020,USA,Miami,Series A,28.66,207.8,8.54,1.53,17.6,91,0,91,Tier 3 (Angel/Seed),Medium,Independent,6,3.389799336709786,5.341376856008484,2.255493485460195,0.3149450549450549,24.332552693208434,0.0
FinTech,2018,China,Beijing,Series C+,129.51,707.4,38.64,4.47,28.3,383,0,383,Tier 2 (Mid-size VC),Medium,Closed,8,4.8714498521794365,6.563008905908679,3.6798387094617873,0.3381462140992167,18.307453416149066,0.0
ClimateTech,2019,China,Beijing,Series C+,15.92,121.9,6.12,0.9,15.9,48,0,48,Tier 3 (Angel/Seed),Medium,Independent,7,2.8284963541780774,4.811371016571989,1.9629077254238845,0.33166666666666667,19.918300653594773,0.0
FinTech,2022,USA,Austin,Series C+,31.93,283.15,9.47,0.65,42.6,59,8,51,Tier 3 (Angel/Seed),Medium,Closed,4,3.494384096388273,5.649502267743131,2.3485140248824456,0.626078431372549,29.899683210137272,0.13559322033898305
HealthTech,2013,USA,Boston,Series A,9.38,80.6,3.54,0.42,18.0,35,0,35,Tier 2 (Mid-size VC),Medium,Independent,13,2.3398808777377424,4.401829261970061,1.5129270120532565,0.268,22.768361581920903,0.0
Generative AI,2023,China,Shenzhen,Seed,6.77,81.37,4.88,0.35,15.0,27,0,27,Tier 2 (Mid-size VC),Medium,Independent,3,2.050270164379556,4.411221292953157,1.7715567619105355,0.2507407407407407,16.674180327868854,0.0
Cybersecurity,2022,Canada,Montreal,Series A,5.16,37.24,1.29,0.67,6.7,48,0,48,Tier 3 (Angel/Seed),Low,Independent,4,1.8180767775454285,3.643882088183201,0.8285518175661483,0.1075,28.868217054263567,0.0
Web3/Crypto,2021,India,Bengaluru,Series C+,31.13,187.65,18.26,2.04,14.5,140,82,58,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),5,3.469790173127767,5.23989344641032,2.9580304063699794,0.5367241379310345,10.27656078860898,0.5857142857142857
Generative AI,2015,France,Paris,Series A,25.14,186.83,25.03,4.31,5.7,235,0,235,Corporate VC (e.g. Google Ventures),,IPO,11,3.2634667081960758,5.235537298425329,3.259249719006474,0.10697872340425532,7.464242908509789,0.0
HealthTech,2019,USA,Miami,Series B,26.82,312.87,23.8,1.94,13.1,110,18,92,Tier 3 (Angel/Seed),Low,Independent,7,3.325755186495297,5.748978887442464,3.2108436531709366,0.2915217391304348,13.145798319327731,0.16363636363636364
SpaceTech,2022,Canada,Vancouver,Series B,161.96,1336.29,63.55,4.96,32.0,293,0,293,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,4,5.093504771918551,7.19840045709711,4.167440117292651,0.552764505119454,21.02738001573564,0.0
ClimateTech,2017,USA,New York,Series A,7.16,91.56,5.31,0.38,14.9,33,7,26,Tier 3 (Angel/Seed),High,Closed,9,2.0992441689760155,4.527857082885421,1.8421356765531218,0.2753846153846154,17.242937853107346,0.21212121212121213
Robotics,2015,UK,Cambridge,Series B,8.27,94.81,6.13,0.42,15.9,35,9,26,Tier 3 (Angel/Seed),High,Closed,11,2.2267833795777636,4.562367063662782,1.9643112344262046,0.31807692307692303,15.466557911908646,0.2571428571428571
EdTech,2015,China,Hangzhou,Pre-IPO,397.95,3027.0,355.88,25.36,15.6,1537,277,1260,Corporate VC (e.g. Google Ventures),Medium,Closed,11,5.98883609575429,8.01565761455734,5.877399590820009,0.3158333333333333,8.50567607058559,0.18022121014964215
Generative AI,2019,USA,Boston,Seed,1.32,19.23,1.01,0.45,2.4,36,0,36,"Tier 1 (e.g. Sequoia, a16z)",,Independent,7,0.8415671856782186,3.007166651179654,0.6981347220709844,0.03666666666666667,19.03960396039604,0.0
FinTech,2013,India,Hyderabad,Seed,1.0,14.31,0.57,0.36,2.2,30,0,30,Corporate VC (e.g. Google Ventures),High,Independent,13,0.6931471805599453,2.7285062096695922,0.4510756193602166,0.03333333333333333,25.10526315789474,0.0
HealthTech,2019,USA,New York,Series A,11.51,97.38,3.8,1.01,10.4,64,0,64,Tier 2 (Mid-size VC),High,Independent,7,2.5265283244788197,4.588837531367194,1.5686159179138452,0.17984375,25.626315789473683,0.0
Web3/Crypto,2020,Japan,Tokyo,Series B,8.78,40.09,1.78,0.85,9.2,54,45,9,Tier 3 (Angel/Seed),Medium,Closed,6,2.280339484046726,3.7157647828953184,1.0224509277025458,0.9755555555555555,22.522471910112362,0.8333333333333334
Generative AI,2019,Germany,Munich,Series A,26.96,225.72,18.05,1.69,15.1,109,18,91,Tier 3 (Angel/Seed),Low,Independent,7,3.3307749173656096,5.42371577594237,2.94706710157271,0.29626373626373625,12.505263157894737,0.1651376146788991
ClimateTech,2020,Japan,Tokyo,Series A,8.81,56.35,5.4,0.53,14.0,45,0,45,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,6,2.2834022735772717,4.04917284357538,1.8562979903656263,0.1957777777777778,10.435185185185185,0.0
ClimateTech,2022,USA,Miami,Seed,1.07,17.19,1.35,0.47,1.9,29,12,17,Tier 3 (Angel/Seed),Low,Independent,4,0.7275486072772778,2.900871992530031,0.8544153281560676,0.06294117647058824,12.733333333333334,0.41379310344827586
EdTech,2020,USA,San Francisco,Seed,1.8,36.51,1.72,0.3,4.5,22,12,10,Tier 2 (Mid-size VC),High,Closed,6,1.0296194171811581,3.624607564093796,1.000631880307906,0.18,21.22674418604651,0.5454545454545454
Autonomous Vehicles,2015,Japan,Kyoto,Series A,5.44,60.19,4.48,0.24,16.0,22,4,18,Tier 3 (Angel/Seed),Medium,Independent,11,1.8625285401162623,4.113983777474449,1.7011051009599243,0.3022222222222222,13.435267857142856,0.18181818181818182
Web3/Crypto,2020,France,Lyon,Series A,20.08,189.31,7.28,1.77,10.7,108,66,42,Tier 2 (Mid-size VC),,Acquired (Fire Sale),6,3.0483247236731614,5.248654321528936,2.1138429683971687,0.4780952380952381,26.00412087912088,0.6111111111111112
ClimateTech,2018,USA,San Francisco,Series B,34.81,220.2,18.0,3.4,9.9,257,128,129,Tier 2 (Mid-size VC),High,Independent,8,3.5782271840103412,5.39906726964818,2.9444389791664403,0.2698449612403101,12.233333333333333,0.4980544747081712
Generative AI,2019,China,Hangzhou,Series B,110.31,903.22,109.69,7.98,13.7,554,214,340,Tier 3 (Angel/Seed),Medium,Acquired,7,4.712319101505135,6.807072693616105,4.706733501397532,0.32444117647058823,8.234296654207311,0.3862815884476534
Generative AI,2020,USA,Seattle,Series A,8.4,57.5,2.64,0.26,23.3,18,0,18,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,6,2.2407096892759584,4.069026754237811,1.2919836816486494,0.4666666666666667,21.780303030303028,0.0
ClimateTech,2023,Israel,Jerusalem,Seed,1.29,21.92,2.25,0.47,2.3,27,0,27,Tier 2 (Mid-size VC),Medium,Independent,3,0.8285518175661483,3.132009891846539,1.1786549963416462,0.04777777777777778,9.742222222222223,0.0
Generative AI,2022,Israel,Tel Aviv,Seed,10.66,72.3,13.24,1.27,7.8,66,0,66,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired,4,2.4561641809223462,4.294560608892605,2.65605490598383,0.16151515151515153,5.460725075528701,0.0
Generative AI,2017,Israel,Jerusalem,Seed,5.05,33.61,4.66,0.51,8.3,36,17,19,Tier 3 (Angel/Seed),Medium,Independent,9,1.80005827204275,3.544142657647253,1.7334238922150915,0.2657894736842105,7.21244635193133,0.4722222222222222
Generative AI,2016,India,Hyderabad,Series A,87.56,441.8,28.39,4.33,19.8,285,0,285,"Tier 1 (e.g. Sequoia, a16z)",,Independent,10,4.4836802884003815,6.093118200834482,3.380654480430826,0.30722807017543863,15.561817541387812,0.0
Generative AI,2018,India,Hyderabad,Seed,3.61,59.21,4.91,0.32,8.6,25,0,25,Tier 2 (Mid-size VC),,Independent,8,1.528227857008557,4.097838451476356,1.776645831418007,0.1444,12.059063136456212,0.0
SpaceTech,2013,UK,Oxford,Series C+,140.22,1192.04,65.74,8.13,17.0,721,173,548,Tier 2 (Mid-size VC),Medium,IPO,13,4.950318958088201,7.084259950454527,4.2008044733232275,0.2558759124087591,18.13264374809857,0.23994452149791956
HealthTech,2013,France,Paris,Seed,1.19,22.17,0.78,0.29,3.1,16,0,16,Tier 3 (Angel/Seed),Medium,Independent,13,0.7839015438284094,3.142858338444285,0.5766133643039938,0.074375,28.423076923076923,0.0
FinTech,2019,Singapore,Singapore,Series C+,252.91,2227.79,82.16,7.7,32.4,632,256,376,Corporate VC (e.g. Google Ventures),High,Independent,7,5.5369798735199165,7.709214116296165,4.420766462989812,0.6726329787234042,27.115262901655306,0.4050632911392405
Cybersecurity,2019,USA,Seattle,Seed,0.75,20.01,0.86,0.58,1.1,33,0,33,Tier 3 (Angel/Seed),High,Independent,7,0.5596157879354227,3.044998514856909,0.6205764877251099,0.022727272727272728,23.26744186046512,0.0
Generative AI,2019,USA,San Francisco,Series B,21.92,132.93,7.95,1.71,12.1,89,0,89,Tier 2 (Mid-size VC),High,Independent,7,3.132009891846539,4.897317275399031,2.191653532286764,0.2462921348314607,16.720754716981133,0.0
Autonomous Vehicles,2018,Germany,Berlin,Series A,1.84,35.5,2.91,0.17,6.8,9,3,6,Tier 3 (Angel/Seed),Medium,Closed,8,1.0438040521731147,3.597312260588446,1.3635373739972745,0.3066666666666667,12.199312714776632,0.3333333333333333
ClimateTech,2018,USA,Boston,Seed,1.31,13.16,0.56,0.19,4.5,17,6,11,Tier 3 (Angel/Seed),High,Closed,8,0.8372475245337022,2.6504210882655737,0.44468582126144574,0.1190909090909091,23.499999999999996,0.35294117647058826
ClimateTech,2022,UK,London,Seed,0.57,20.85,1.46,0.44,1.1,42,21,21,Tier 3 (Angel/Seed),High,Independent,4,0.4510756193602166,3.084200921541599,0.9001613499442714,0.027142857142857142,14.28082191780822,0.5
HealthTech,2018,USA,New York,Series A,3.97,58.57,2.65,0.91,3.9,53,29,24,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale),8,1.6034198401085376,4.087152091640596,1.2947271675944,0.16541666666666668,22.10188679245283,0.5471698113207547
HealthTech,2020,USA,Austin,Pre-IPO,157.67,889.28,38.47,3.99,38.6,200,0,200,Tier 2 (Mid-size VC),High,Closed,6,5.066826573745998,6.791536019989435,3.675540889674756,0.7883499999999999,23.11619443722381,0.0
Cybersecurity,2022,USA,San Francisco,Seed,7.34,54.37,2.2,0.48,12.7,33,0,33,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,4,2.1210632163706555,4.014037930834876,1.1631508098056809,0.2224242424242424,24.71363636363636,0.0
Generative AI,2019,USA,San Francisco,Series B,14.35,105.69,6.77,0.39,29.3,26,0,26,Tier 3 (Angel/Seed),Low,Independent,7,2.731115474033206,4.66992743320337,2.050270164379556,0.551923076923077,15.611521418020681,0.0
Web3/Crypto,2018,Canada,Montreal,Seed,2.08,26.6,4.25,0.66,2.7,45,42,3,Tier 3 (Angel/Seed),Low,Closed,8,1.1249295969854831,3.3178157727231046,1.6582280766035324,0.6933333333333334,6.258823529411765,0.9333333333333333
Web3/Crypto,2020,Singapore,Singapore,Series B,53.75,455.14,23.3,3.96,13.2,359,196,163,"Tier 1 (e.g. Sequoia, a16z)",,Closed,6,4.00277736869661,6.122799779938004,3.190476350346503,0.32975460122699385,19.53390557939914,0.5459610027855153
ClimateTech,2020,China,Shanghai,Series A,6.24,57.14,3.21,0.57,9.3,37,0,37,Tier 3 (Angel/Seed),High,Independent,6,1.979621206397625,4.06285389513073,1.43746264769429,0.16864864864864865,17.8006230529595,0.0
